Datetime (UTC),Country,Zone name,Zone id,carbon_intensity,Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method,date
2024-10-18 22:00:00,Denmark,Denmark,DK,61.24,113.19,89.35,76.62,entsoe.eu,False,,2024-10-18 22:00:00
2024-10-18 23:00:00,Denmark,Denmark,DK,60.18,101.18,89.55,74.79,entsoe.eu,False,,2024-10-18 23:00:00
2024-10-19 00:00:00,Denmark,Denmark,DK,59.98,101.09,89.88,74.77,entsoe.eu,False,,2024-10-19 00:00:00
2024-10-19 01:00:00,Denmark,Denmark,DK,59.4,100.2,89.97,74.82,entsoe.eu,False,,2024-10-19 01:00:00
2024-10-19 02:00:00,Denmark,Denmark,DK,64.92,107.15,88.72,73.78,entsoe.eu,False,,2024-10-19 02:00:00
2024-10-19 03:00:00,Denmark,Denmark,DK,63.71,107.17,88.98,74.35,entsoe.eu,False,,2024-10-19 03:00:00
2024-10-19 04:00:00,Denmark,Denmark,DK,66.7,109.93,88.28,74.05,entsoe.eu,False,,2024-10-19 04:00:00
2024-10-19 05:00:00,Denmark,Denmark,DK,75.82,118.4,87.43,73.59,entsoe.eu,False,,2024-10-19 05:00:00
2024-10-19 06:00:00,Denmark,Denmark,DK,73.36,116.18,88.23,75.23,entsoe.eu,False,,2024-10-19 06:00:00
2024-10-19 07:00:00,Denmark,Denmark,DK,77.25,121.92,87.85,75.59,entsoe.eu,False,,2024-10-19 07:00:00
2024-10-19 08:00:00,Denmark,Denmark,DK,85.48,130.57,87.33,75.65,entsoe.eu,False,,2024-10-19 08:00:00
2024-10-19 09:00:00,Denmark,Denmark,DK,81.15,125.27,88.25,77.35,entsoe.eu,False,,2024-10-19 09:00:00
2024-10-19 10:00:00,Denmark,Denmark,DK,81.57,125.26,87.56,76.5,entsoe.eu,False,,2024-10-19 10:00:00
2024-10-19 11:00:00,Denmark,Denmark,DK,82.59,124.78,87.94,76.53,entsoe.eu,False,,2024-10-19 11:00:00
2024-10-19 12:00:00,Denmark,Denmark,DK,82.2,127.1,88.0,76.46,entsoe.eu,False,,2024-10-19 12:00:00
2024-10-19 13:00:00,Denmark,Denmark,DK,61.28,99.54,89.77,77.73,entsoe.eu,False,,2024-10-19 13:00:00
2024-10-19 14:00:00,Denmark,Denmark,DK,93.28,137.66,84.06,73.05,entsoe.eu,False,,2024-10-19 14:00:00
2024-10-19 15:00:00,Denmark,Denmark,DK,103.31,150.47,81.23,71.02,entsoe.eu,False,,2024-10-19 15:00:00
2024-10-19 16:00:00,Denmark,Denmark,DK,104.16,149.42,81.23,71.72,entsoe.eu,False,,2024-10-19 16:00:00
2024-10-19 17:00:00,Denmark,Denmark,DK,99.72,142.65,82.08,72.94,entsoe.eu,False,,2024-10-19 17:00:00
2024-10-19 18:00:00,Denmark,Denmark,DK,80.44,118.79,85.94,75.67,entsoe.eu,False,,2024-10-19 18:00:00
2024-10-19 19:00:00,Denmark,Denmark,DK,54.48,88.95,90.47,79.81,entsoe.eu,False,,2024-10-19 19:00:00
2024-10-19 20:00:00,Denmark,Denmark,DK,50.5,84.02,91.28,80.4,entsoe.eu,False,,2024-10-19 20:00:00
2024-10-19 21:00:00,Denmark,Denmark,DK,46.96,79.64,91.79,80.9,entsoe.eu,False,,2024-10-19 21:00:00
2024-10-19 22:00:00,Denmark,Denmark,DK,42.95,73.92,92.42,80.48,entsoe.eu,False,,2024-10-19 22:00:00
2024-10-19 23:00:00,Denmark,Denmark,DK,42.6,73.24,92.46,80.47,entsoe.eu,False,,2024-10-19 23:00:00
2024-10-20 00:00:00,Denmark,Denmark,DK,43.32,74.63,92.33,79.98,entsoe.eu,False,,2024-10-20 00:00:00
2024-10-20 01:00:00,Denmark,Denmark,DK,45.28,80.06,92.06,80.22,entsoe.eu,False,,2024-10-20 01:00:00
2024-10-20 02:00:00,Denmark,Denmark,DK,46.85,79.11,91.49,78.91,entsoe.eu,False,,2024-10-20 02:00:00
2024-10-20 03:00:00,Denmark,Denmark,DK,48.01,79.59,91.02,77.75,entsoe.eu,False,,2024-10-20 03:00:00
2024-10-20 04:00:00,Denmark,Denmark,DK,49.62,81.8,90.31,77.27,entsoe.eu,False,,2024-10-20 04:00:00
2024-10-20 05:00:00,Denmark,Denmark,DK,48.15,80.08,90.93,78.97,entsoe.eu,False,,2024-10-20 05:00:00
2024-10-20 06:00:00,Denmark,Denmark,DK,50.66,85.89,90.32,77.76,entsoe.eu,False,,2024-10-20 06:00:00
2024-10-20 07:00:00,Denmark,Denmark,DK,48.04,83.0,90.86,81.02,entsoe.eu,False,,2024-10-20 07:00:00
2024-10-20 08:00:00,Denmark,Denmark,DK,46.88,79.56,92.11,83.62,entsoe.eu,False,,2024-10-20 08:00:00
2024-10-20 09:00:00,Denmark,Denmark,DK,63.03,98.98,90.75,83.84,entsoe.eu,False,,2024-10-20 09:00:00
2024-10-20 10:00:00,Denmark,Denmark,DK,68.9,107.02,89.79,82.58,entsoe.eu,False,,2024-10-20 10:00:00
2024-10-20 11:00:00,Denmark,Denmark,DK,70.31,107.65,89.65,80.26,entsoe.eu,False,,2024-10-20 11:00:00
2024-10-20 12:00:00,Denmark,Denmark,DK,82.26,121.14,88.01,82.36,entsoe.eu,False,,2024-10-20 12:00:00
2024-10-20 13:00:00,Denmark,Denmark,DK,77.55,113.8,88.18,83.94,entsoe.eu,False,,2024-10-20 13:00:00
2024-10-20 14:00:00,Denmark,Denmark,DK,41.88,67.06,92.81,86.18,entsoe.eu,False,,2024-10-20 14:00:00
2024-10-20 15:00:00,Denmark,Denmark,DK,42.19,66.09,92.87,85.68,entsoe.eu,False,,2024-10-20 15:00:00
2024-10-20 16:00:00,Denmark,Denmark,DK,42.16,65.92,92.83,86.69,entsoe.eu,False,,2024-10-20 16:00:00
2024-10-20 17:00:00,Denmark,Denmark,DK,39.32,62.23,93.41,88.23,entsoe.eu,False,,2024-10-20 17:00:00
2024-10-20 18:00:00,Denmark,Denmark,DK,42.15,65.21,93.37,88.62,entsoe.eu,False,,2024-10-20 18:00:00
2024-10-20 19:00:00,Denmark,Denmark,DK,44.39,67.56,93.19,88.33,entsoe.eu,False,,2024-10-20 19:00:00
2024-10-20 20:00:00,Denmark,Denmark,DK,32.86,53.29,94.79,90.15,entsoe.eu,False,,2024-10-20 20:00:00
2024-10-20 21:00:00,Denmark,Denmark,DK,26.18,45.8,95.71,90.82,entsoe.eu,False,,2024-10-20 21:00:00
2024-10-20 22:00:00,Denmark,Denmark,DK,45.69,70.24,92.68,85.68,entsoe.eu,False,,2024-10-20 22:00:00
2024-10-20 23:00:00,Denmark,Denmark,DK,47.27,72.86,91.59,84.1,entsoe.eu,False,,2024-10-20 23:00:00
2024-10-21 00:00:00,Denmark,Denmark,DK,58.33,86.43,90.11,83.19,entsoe.eu,False,,2024-10-21 00:00:00
2024-10-21 01:00:00,Denmark,Denmark,DK,60.98,89.24,90.09,83.01,entsoe.eu,False,,2024-10-21 01:00:00
2024-10-21 02:00:00,Denmark,Denmark,DK,56.94,84.61,90.65,83.49,entsoe.eu,False,,2024-10-21 02:00:00
2024-10-21 03:00:00,Denmark,Denmark,DK,31.61,53.18,94.39,89.21,entsoe.eu,False,,2024-10-21 03:00:00
2024-10-21 04:00:00,Denmark,Denmark,DK,33.07,54.07,94.46,90.44,entsoe.eu,False,,2024-10-21 04:00:00
2024-10-21 05:00:00,Denmark,Denmark,DK,33.07,55.04,94.38,89.17,entsoe.eu,False,,2024-10-21 05:00:00
2024-10-21 06:00:00,Denmark,Denmark,DK,33.27,58.25,94.34,88.96,entsoe.eu,False,,2024-10-21 06:00:00
2024-10-21 07:00:00,Denmark,Denmark,DK,35.89,61.95,94.18,88.59,entsoe.eu,False,,2024-10-21 07:00:00
2024-10-21 08:00:00,Denmark,Denmark,DK,26.7,52.42,95.47,90.45,entsoe.eu,False,,2024-10-21 08:00:00
2024-10-21 09:00:00,Denmark,Denmark,DK,23.29,48.48,96.01,90.91,entsoe.eu,False,,2024-10-21 09:00:00
2024-10-21 10:00:00,Denmark,Denmark,DK,27.2,53.1,95.55,90.45,entsoe.eu,False,,2024-10-21 10:00:00
2024-10-21 11:00:00,Denmark,Denmark,DK,25.57,51.07,95.67,90.68,entsoe.eu,False,,2024-10-21 11:00:00
2024-10-21 12:00:00,Denmark,Denmark,DK,28.77,55.29,95.13,90.1,entsoe.eu,False,,2024-10-21 12:00:00
2024-10-21 13:00:00,Denmark,Denmark,DK,37.24,65.5,93.74,88.56,entsoe.eu,False,,2024-10-21 13:00:00
2024-10-21 14:00:00,Denmark,Denmark,DK,43.92,76.63,92.51,87.5,entsoe.eu,False,,2024-10-21 14:00:00
2024-10-21 15:00:00,Denmark,Denmark,DK,65.07,101.46,88.76,82.75,entsoe.eu,False,,2024-10-21 15:00:00
2024-10-21 16:00:00,Denmark,Denmark,DK,78.21,124.4,85.36,78.33,entsoe.eu,False,,2024-10-21 16:00:00
2024-10-21 17:00:00,Denmark,Denmark,DK,81.18,130.51,85.27,78.55,entsoe.eu,False,,2024-10-21 17:00:00
2024-10-21 18:00:00,Denmark,Denmark,DK,100.33,154.33,81.43,74.65,entsoe.eu,False,,2024-10-21 18:00:00
2024-10-21 19:00:00,Denmark,Denmark,DK,97.56,152.69,82.03,74.09,entsoe.eu,False,,2024-10-21 19:00:00
2024-10-21 20:00:00,Denmark,Denmark,DK,102.89,159.43,81.35,73.11,entsoe.eu,False,,2024-10-21 20:00:00
2024-10-21 21:00:00,Denmark,Denmark,DK,61.39,113.44,89.4,79.25,entsoe.eu,False,,2024-10-21 21:00:00
2024-10-21 22:00:00,Denmark,Denmark,DK,86.87,139.56,85.14,74.41,entsoe.eu,False,,2024-10-21 22:00:00
2024-10-21 23:00:00,Denmark,Denmark,DK,85.2,140.06,85.45,73.86,entsoe.eu,False,,2024-10-21 23:00:00
2024-10-22 00:00:00,Denmark,Denmark,DK,68.69,120.21,87.87,75.07,entsoe.eu,False,,2024-10-22 00:00:00
2024-10-22 01:00:00,Denmark,Denmark,DK,58.87,107.32,89.64,76.88,entsoe.eu,False,,2024-10-22 01:00:00
2024-10-22 02:00:00,Denmark,Denmark,DK,58.25,104.1,89.63,77.17,entsoe.eu,False,,2024-10-22 02:00:00
2024-10-22 03:00:00,Denmark,Denmark,DK,59.77,108.76,89.26,76.87,entsoe.eu,False,,2024-10-22 03:00:00
2024-10-22 04:00:00,Denmark,Denmark,DK,78.81,133.02,86.63,75.89,entsoe.eu,False,,2024-10-22 04:00:00
2024-10-22 05:00:00,Denmark,Denmark,DK,115.52,174.31,81.27,75.21,entsoe.eu,False,,2024-10-22 05:00:00
2024-10-22 06:00:00,Denmark,Denmark,DK,141.01,200.73,79.28,74.99,entsoe.eu,False,,2024-10-22 06:00:00
2024-10-22 07:00:00,Denmark,Denmark,DK,108.64,165.39,83.31,79.21,entsoe.eu,False,,2024-10-22 07:00:00
2024-10-22 08:00:00,Denmark,Denmark,DK,66.65,116.92,89.35,85.88,entsoe.eu,False,,2024-10-22 08:00:00
2024-10-22 09:00:00,Denmark,Denmark,DK,55.32,98.36,91.09,88.04,entsoe.eu,False,,2024-10-22 09:00:00
2024-10-22 10:00:00,Denmark,Denmark,DK,48.54,89.26,92.15,89.71,entsoe.eu,False,,2024-10-22 10:00:00
2024-10-22 11:00:00,Denmark,Denmark,DK,55.0,96.13,91.39,88.91,entsoe.eu,False,,2024-10-22 11:00:00
2024-10-22 12:00:00,Denmark,Denmark,DK,44.71,83.6,92.52,89.93,entsoe.eu,False,,2024-10-22 12:00:00
2024-10-22 13:00:00,Denmark,Denmark,DK,36.8,71.32,93.56,90.66,entsoe.eu,False,,2024-10-22 13:00:00
2024-10-22 14:00:00,Denmark,Denmark,DK,37.27,71.11,93.48,88.76,entsoe.eu,False,,2024-10-22 14:00:00
2024-10-22 15:00:00,Denmark,Denmark,DK,50.22,89.36,90.68,84.69,entsoe.eu,False,,2024-10-22 15:00:00
2024-10-22 16:00:00,Denmark,Denmark,DK,63.03,104.63,89.03,83.08,entsoe.eu,False,,2024-10-22 16:00:00
2024-10-22 17:00:00,Denmark,Denmark,DK,62.25,99.56,89.19,83.62,entsoe.eu,False,,2024-10-22 17:00:00
2024-10-22 18:00:00,Denmark,Denmark,DK,59.65,95.18,89.66,83.66,entsoe.eu,False,,2024-10-22 18:00:00
2024-10-22 19:00:00,Denmark,Denmark,DK,54.75,90.33,90.6,84.21,entsoe.eu,False,,2024-10-22 19:00:00
2024-10-22 20:00:00,Denmark,Denmark,DK,50.66,83.2,91.71,85.22,entsoe.eu,False,,2024-10-22 20:00:00
2024-10-22 21:00:00,Denmark,Denmark,DK,38.46,71.74,93.49,87.06,entsoe.eu,False,,2024-10-22 21:00:00
2024-10-22 22:00:00,Denmark,Denmark,DK,37.49,71.0,93.67,86.37,entsoe.eu,False,,2024-10-22 22:00:00
2024-10-22 23:00:00,Denmark,Denmark,DK,39.89,78.32,93.28,85.78,entsoe.eu,False,,2024-10-22 23:00:00
2024-10-23 00:00:00,Denmark,Denmark,DK,41.82,83.44,92.95,85.31,entsoe.eu,False,,2024-10-23 00:00:00
2024-10-23 01:00:00,Denmark,Denmark,DK,42.97,83.98,92.76,85.04,entsoe.eu,False,,2024-10-23 01:00:00
2024-10-23 02:00:00,Denmark,Denmark,DK,43.83,83.58,92.64,84.55,entsoe.eu,False,,2024-10-23 02:00:00
2024-10-23 03:00:00,Denmark,Denmark,DK,47.07,87.89,91.9,83.97,entsoe.eu,False,,2024-10-23 03:00:00
2024-10-23 04:00:00,Denmark,Denmark,DK,69.73,117.67,87.71,80.14,entsoe.eu,False,,2024-10-23 04:00:00
2024-10-23 05:00:00,Denmark,Denmark,DK,84.31,137.6,83.17,75.51,entsoe.eu,False,,2024-10-23 05:00:00
2024-10-23 06:00:00,Denmark,Denmark,DK,84.93,138.2,83.09,75.83,entsoe.eu,False,,2024-10-23 06:00:00
2024-10-23 07:00:00,Denmark,Denmark,DK,68.41,116.89,87.81,81.11,entsoe.eu,False,,2024-10-23 07:00:00
2024-10-23 08:00:00,Denmark,Denmark,DK,70.22,119.78,87.95,81.57,entsoe.eu,False,,2024-10-23 08:00:00
2024-10-23 09:00:00,Denmark,Denmark,DK,62.47,113.84,88.68,82.68,entsoe.eu,False,,2024-10-23 09:00:00
2024-10-23 10:00:00,Denmark,Denmark,DK,61.38,113.17,88.76,83.09,entsoe.eu,False,,2024-10-23 10:00:00
2024-10-23 11:00:00,Denmark,Denmark,DK,44.6,90.48,92.19,86.57,entsoe.eu,False,,2024-10-23 11:00:00
2024-10-23 12:00:00,Denmark,Denmark,DK,38.72,81.76,93.39,87.54,entsoe.eu,False,,2024-10-23 12:00:00
2024-10-23 13:00:00,Denmark,Denmark,DK,47.09,92.57,91.72,85.63,entsoe.eu,False,,2024-10-23 13:00:00
2024-10-23 14:00:00,Denmark,Denmark,DK,64.2,114.3,88.09,81.37,entsoe.eu,False,,2024-10-23 14:00:00
2024-10-23 15:00:00,Denmark,Denmark,DK,82.69,136.67,84.47,77.28,entsoe.eu,False,,2024-10-23 15:00:00
2024-10-23 16:00:00,Denmark,Denmark,DK,86.7,141.06,83.04,75.64,entsoe.eu,False,,2024-10-23 16:00:00
2024-10-23 17:00:00,Denmark,Denmark,DK,86.64,140.83,83.59,77.27,entsoe.eu,False,,2024-10-23 17:00:00
2024-10-23 18:00:00,Denmark,Denmark,DK,80.59,132.75,84.99,78.27,entsoe.eu,False,,2024-10-23 18:00:00
2024-10-23 19:00:00,Denmark,Denmark,DK,71.01,120.35,87.51,80.75,entsoe.eu,False,,2024-10-23 19:00:00
2024-10-23 20:00:00,Denmark,Denmark,DK,65.31,112.63,88.85,81.61,entsoe.eu,False,,2024-10-23 20:00:00
2024-10-23 21:00:00,Denmark,Denmark,DK,49.41,96.83,91.57,83.57,entsoe.eu,False,,2024-10-23 21:00:00
2024-10-23 22:00:00,Denmark,Denmark,DK,46.86,90.65,91.8,83.16,entsoe.eu,False,,2024-10-23 22:00:00
2024-10-23 23:00:00,Denmark,Denmark,DK,49.68,91.24,91.11,81.48,entsoe.eu,False,,2024-10-23 23:00:00
2024-10-24 00:00:00,Denmark,Denmark,DK,48.76,92.12,91.42,81.67,entsoe.eu,False,,2024-10-24 00:00:00
2024-10-24 01:00:00,Denmark,Denmark,DK,55.72,104.6,89.6,79.57,entsoe.eu,False,,2024-10-24 01:00:00
2024-10-24 02:00:00,Denmark,Denmark,DK,53.28,101.89,90.18,79.92,entsoe.eu,False,,2024-10-24 02:00:00
2024-10-24 03:00:00,Denmark,Denmark,DK,54.8,106.65,89.76,79.73,entsoe.eu,False,,2024-10-24 03:00:00
2024-10-24 04:00:00,Denmark,Denmark,DK,81.44,137.73,84.89,77.57,entsoe.eu,False,,2024-10-24 04:00:00
2024-10-24 05:00:00,Denmark,Denmark,DK,90.35,152.22,82.45,75.88,entsoe.eu,False,,2024-10-24 05:00:00
2024-10-24 06:00:00,Denmark,Denmark,DK,98.17,165.29,80.92,75.2,entsoe.eu,False,,2024-10-24 06:00:00
2024-10-24 07:00:00,Denmark,Denmark,DK,102.24,168.24,81.27,76.5,entsoe.eu,False,,2024-10-24 07:00:00
2024-10-24 08:00:00,Denmark,Denmark,DK,87.21,152.59,84.71,79.92,entsoe.eu,False,,2024-10-24 08:00:00
2024-10-24 09:00:00,Denmark,Denmark,DK,62.01,125.97,89.07,84.34,entsoe.eu,False,,2024-10-24 09:00:00
2024-10-24 10:00:00,Denmark,Denmark,DK,58.36,121.86,89.9,85.17,entsoe.eu,False,,2024-10-24 10:00:00
2024-10-24 11:00:00,Denmark,Denmark,DK,57.89,121.52,89.96,85.12,entsoe.eu,False,,2024-10-24 11:00:00
2024-10-24 12:00:00,Denmark,Denmark,DK,59.46,121.64,89.78,84.98,entsoe.eu,False,,2024-10-24 12:00:00
2024-10-24 13:00:00,Denmark,Denmark,DK,77.68,140.98,87.25,82.67,entsoe.eu,False,,2024-10-24 13:00:00
2024-10-24 14:00:00,Denmark,Denmark,DK,84.52,154.49,85.56,81.13,entsoe.eu,False,,2024-10-24 14:00:00
2024-10-24 15:00:00,Denmark,Denmark,DK,104.59,176.36,80.7,75.2,entsoe.eu,False,,2024-10-24 15:00:00
2024-10-24 16:00:00,Denmark,Denmark,DK,90.78,159.82,83.67,79.34,entsoe.eu,False,,2024-10-24 16:00:00
2024-10-24 17:00:00,Denmark,Denmark,DK,80.24,145.67,85.69,80.94,entsoe.eu,False,,2024-10-24 17:00:00
2024-10-24 18:00:00,Denmark,Denmark,DK,70.49,131.44,87.79,82.52,entsoe.eu,False,,2024-10-24 18:00:00
2024-10-24 19:00:00,Denmark,Denmark,DK,51.99,112.53,90.5,84.82,entsoe.eu,False,,2024-10-24 19:00:00
2024-10-24 20:00:00,Denmark,Denmark,DK,47.86,99.66,91.77,86.58,entsoe.eu,False,,2024-10-24 20:00:00
2024-10-24 21:00:00,Denmark,Denmark,DK,46.1,99.81,92.27,86.46,entsoe.eu,False,,2024-10-24 21:00:00
2024-10-24 22:00:00,Denmark,Denmark,DK,47.22,100.68,92.1,85.34,entsoe.eu,False,,2024-10-24 22:00:00
2024-10-24 23:00:00,Denmark,Denmark,DK,48.8,107.12,91.85,84.94,entsoe.eu,False,,2024-10-24 23:00:00
2024-10-25 00:00:00,Denmark,Denmark,DK,52.03,106.18,91.31,84.42,entsoe.eu,False,,2024-10-25 00:00:00
2024-10-25 01:00:00,Denmark,Denmark,DK,54.8,111.74,90.67,83.72,entsoe.eu,False,,2024-10-25 01:00:00
2024-10-25 02:00:00,Denmark,Denmark,DK,67.95,127.54,88.46,81.08,entsoe.eu,False,,2024-10-25 02:00:00
2024-10-25 03:00:00,Denmark,Denmark,DK,83.96,152.26,85.45,78.3,entsoe.eu,False,,2024-10-25 03:00:00
2024-10-25 04:00:00,Denmark,Denmark,DK,111.74,183.46,79.6,72.4,entsoe.eu,False,,2024-10-25 04:00:00
2024-10-25 05:00:00,Denmark,Denmark,DK,129.3,205.01,74.07,65.91,entsoe.eu,False,,2024-10-25 05:00:00
2024-10-25 06:00:00,Denmark,Denmark,DK,134.5,212.23,73.73,66.88,entsoe.eu,False,,2024-10-25 06:00:00
2024-10-25 07:00:00,Denmark,Denmark,DK,137.06,205.16,76.19,70.32,entsoe.eu,False,,2024-10-25 07:00:00
2024-10-25 08:00:00,Denmark,Denmark,DK,120.66,188.31,80.46,75.04,entsoe.eu,False,,2024-10-25 08:00:00
2024-10-25 09:00:00,Denmark,Denmark,DK,102.09,165.87,85.31,79.72,entsoe.eu,False,,2024-10-25 09:00:00
2024-10-25 10:00:00,Denmark,Denmark,DK,103.15,168.85,85.39,79.8,entsoe.eu,False,,2024-10-25 10:00:00
2024-10-25 11:00:00,Denmark,Denmark,DK,89.69,148.88,86.92,80.1,entsoe.eu,False,,2024-10-25 11:00:00
2024-10-25 12:00:00,Denmark,Denmark,DK,75.38,130.43,87.59,79.94,entsoe.eu,False,,2024-10-25 12:00:00
2024-10-25 13:00:00,Denmark,Denmark,DK,101.41,164.03,82.98,76.41,entsoe.eu,False,,2024-10-25 13:00:00
2024-10-25 14:00:00,Denmark,Denmark,DK,121.82,190.2,78.16,72.3,entsoe.eu,False,,2024-10-25 14:00:00
2024-10-25 15:00:00,Denmark,Denmark,DK,147.79,227.57,70.84,64.16,entsoe.eu,False,,2024-10-25 15:00:00
2024-10-25 16:00:00,Denmark,Denmark,DK,140.8,219.72,71.6,62.72,entsoe.eu,False,,2024-10-25 16:00:00
2024-10-25 17:00:00,Denmark,Denmark,DK,142.22,217.44,73.11,65.71,entsoe.eu,False,,2024-10-25 17:00:00
2024-10-25 18:00:00,Denmark,Denmark,DK,143.04,219.05,73.13,64.91,entsoe.eu,False,,2024-10-25 18:00:00
2024-10-25 19:00:00,Denmark,Denmark,DK,138.19,212.75,74.41,65.68,entsoe.eu,False,,2024-10-25 19:00:00
2024-10-25 20:00:00,Denmark,Denmark,DK,141.65,216.07,74.27,65.33,entsoe.eu,False,,2024-10-25 20:00:00
2024-10-25 21:00:00,Denmark,Denmark,DK,142.16,212.73,75.87,66.42,entsoe.eu,False,,2024-10-25 21:00:00
2024-10-25 22:00:00,Denmark,Denmark,DK,150.07,218.19,75.09,64.06,entsoe.eu,False,,2024-10-25 22:00:00
2024-10-25 23:00:00,Denmark,Denmark,DK,148.31,215.54,75.43,64.38,entsoe.eu,False,,2024-10-25 23:00:00
2024-10-26 00:00:00,Denmark,Denmark,DK,148.72,215.63,75.29,64.52,entsoe.eu,False,,2024-10-26 00:00:00
2024-10-26 01:00:00,Denmark,Denmark,DK,152.63,221.0,74.46,63.94,entsoe.eu,False,,2024-10-26 01:00:00
2024-10-26 02:00:00,Denmark,Denmark,DK,143.77,211.34,75.62,64.23,entsoe.eu,False,,2024-10-26 02:00:00
2024-10-26 03:00:00,Denmark,Denmark,DK,142.45,210.67,74.84,62.3,entsoe.eu,False,,2024-10-26 03:00:00
2024-10-26 04:00:00,Denmark,Denmark,DK,142.68,214.21,72.98,60.0,entsoe.eu,False,,2024-10-26 04:00:00
2024-10-26 05:00:00,Denmark,Denmark,DK,148.1,220.66,72.0,59.53,entsoe.eu,False,,2024-10-26 05:00:00
2024-10-26 06:00:00,Denmark,Denmark,DK,130.73,197.73,76.86,68.13,entsoe.eu,False,,2024-10-26 06:00:00
2024-10-26 07:00:00,Denmark,Denmark,DK,124.25,190.98,79.89,70.35,entsoe.eu,False,,2024-10-26 07:00:00
2024-10-26 08:00:00,Denmark,Denmark,DK,109.85,167.4,81.5,73.43,entsoe.eu,False,,2024-10-26 08:00:00
2024-10-26 09:00:00,Denmark,Denmark,DK,80.22,133.25,86.64,78.63,entsoe.eu,False,,2024-10-26 09:00:00
2024-10-26 10:00:00,Denmark,Denmark,DK,81.76,135.98,87.1,80.33,entsoe.eu,False,,2024-10-26 10:00:00
2024-10-26 11:00:00,Denmark,Denmark,DK,82.65,137.24,86.86,80.61,entsoe.eu,False,,2024-10-26 11:00:00
2024-10-26 12:00:00,Denmark,Denmark,DK,88.08,138.54,86.12,79.69,entsoe.eu,False,,2024-10-26 12:00:00
2024-10-26 13:00:00,Denmark,Denmark,DK,103.41,159.0,83.97,77.03,entsoe.eu,False,,2024-10-26 13:00:00
2024-10-26 14:00:00,Denmark,Denmark,DK,131.18,192.67,78.62,70.79,entsoe.eu,False,,2024-10-26 14:00:00
2024-10-26 15:00:00,Denmark,Denmark,DK,104.3,165.0,80.56,70.67,entsoe.eu,False,,2024-10-26 15:00:00
2024-10-26 16:00:00,Denmark,Denmark,DK,96.71,153.31,82.66,74.41,entsoe.eu,False,,2024-10-26 16:00:00
2024-10-26 17:00:00,Denmark,Denmark,DK,96.34,153.47,82.37,74.92,entsoe.eu,False,,2024-10-26 17:00:00
2024-10-26 18:00:00,Denmark,Denmark,DK,78.31,127.11,85.75,77.83,entsoe.eu,False,,2024-10-26 18:00:00
2024-10-26 19:00:00,Denmark,Denmark,DK,55.45,102.88,90.2,82.38,entsoe.eu,False,,2024-10-26 19:00:00
2024-10-26 20:00:00,Denmark,Denmark,DK,51.21,100.16,91.05,83.39,entsoe.eu,False,,2024-10-26 20:00:00
2024-10-26 21:00:00,Denmark,Denmark,DK,46.84,90.09,92.08,83.96,entsoe.eu,False,,2024-10-26 21:00:00
2024-10-26 22:00:00,Denmark,Denmark,DK,48.63,84.28,91.8,83.8,entsoe.eu,False,,2024-10-26 22:00:00
2024-10-26 23:00:00,Denmark,Denmark,DK,46.09,80.73,92.22,84.34,entsoe.eu,False,,2024-10-26 23:00:00
2024-10-27 00:00:00,Denmark,Denmark,DK,48.71,84.18,91.79,83.37,entsoe.eu,False,,2024-10-27 00:00:00
2024-10-27 01:00:00,Denmark,Denmark,DK,53.27,89.15,91.06,84.68,entsoe.eu,False,,2024-10-27 01:00:00
2024-10-27 02:00:00,Denmark,Denmark,DK,54.42,91.47,90.89,83.32,entsoe.eu,False,,2024-10-27 02:00:00
2024-10-27 03:00:00,Denmark,Denmark,DK,63.87,103.43,88.92,80.09,entsoe.eu,False,,2024-10-27 03:00:00
2024-10-27 04:00:00,Denmark,Denmark,DK,75.24,116.4,87.32,79.05,entsoe.eu,False,,2024-10-27 04:00:00
2024-10-27 05:00:00,Denmark,Denmark,DK,57.58,96.58,90.3,82.59,entsoe.eu,False,,2024-10-27 05:00:00
2024-10-27 06:00:00,Denmark,Denmark,DK,52.5,94.4,91.02,82.65,entsoe.eu,False,,2024-10-27 06:00:00
2024-10-27 07:00:00,Denmark,Denmark,DK,49.47,87.42,91.54,83.85,entsoe.eu,False,,2024-10-27 07:00:00
2024-10-27 08:00:00,Denmark,Denmark,DK,43.67,78.2,92.48,85.49,entsoe.eu,False,,2024-10-27 08:00:00
2024-10-27 09:00:00,Denmark,Denmark,DK,38.37,71.42,93.35,87.82,entsoe.eu,False,,2024-10-27 09:00:00
2024-10-27 10:00:00,Denmark,Denmark,DK,35.02,67.43,93.97,88.42,entsoe.eu,False,,2024-10-27 10:00:00
2024-10-27 11:00:00,Denmark,Denmark,DK,34.06,68.8,94.12,88.24,entsoe.eu,False,,2024-10-27 11:00:00
2024-10-27 12:00:00,Denmark,Denmark,DK,32.66,65.59,94.39,89.26,entsoe.eu,False,,2024-10-27 12:00:00
2024-10-27 13:00:00,Denmark,Denmark,DK,36.92,70.9,93.73,89.11,entsoe.eu,False,,2024-10-27 13:00:00
2024-10-27 14:00:00,Denmark,Denmark,DK,41.62,80.95,92.86,88.11,entsoe.eu,False,,2024-10-27 14:00:00
2024-10-27 15:00:00,Denmark,Denmark,DK,58.25,97.83,89.5,83.33,entsoe.eu,False,,2024-10-27 15:00:00
