DateTime,Temperatur,Luftfugtighed,Middelvindhastighed,Højeste vindstød,Nedbør,Sigtbarhed
3/19/2025 2:00,"2,3",84,"3,2","6,1",0,40000
3/19/2025 3:00,"2,4",85,"3,5","7,1",0,40000
3/19/2025 4:00,"2,5",84,"3,7","7,5",0,35000
3/19/2025 5:00,"2,7",84,"3,5","7,4",0,35000
3/19/2025 6:00,"2,8",83,"2,9","5,9",0,35000
3/19/2025 7:00,"2,8",82,"3,3","7,1",0,40000
3/19/2025 8:00,"3,2",80,"2,6","6,2",0,45000
3/19/2025 9:00,"4,2",75,"3,2",6,0,35000
3/19/2025 10:00,"5,6",65,3,"5,5",0,40000
3/19/2025 11:00,"6,7",60,"2,5","4,5",0,35000
3/19/2025 12:00,"8,7",53,"2,3","4,4",0,35000
3/19/2025 13:00,"9,4",46,"1,9","3,1",0,35000
3/19/2025 14:00,"10,3",41,"1,7","3,8",0,28000
3/19/2025 15:00,"11,4",41,"1,9",4,0,35000
3/19/2025 16:00,"11,3",41,"2,7","4,9",0,40000
3/19/2025 17:00,"11,3",34,"2,2","3,4",0,45000
3/19/2025 18:00,"9,7",43,"2,2",3,0,45000
3/19/2025 19:00,"4,8",74,"1,4","2,7",0,35000
3/19/2025 20:00,3,80,"1,3",2,0,35000
3/19/2025 21:00,"2,9",81,"1,6","2,8",0,40000
3/19/2025 22:00,"0,7",88,"0,9","1,5",0,28000
3/19/2025 23:00,"-1,5",94,"0,4","0,7",0,12000
3/20/2025 0:00,"-2,3",96,"0,8","1,1",0,16000
3/20/2025 1:00,"-2,9",97,"0,8","1,2",0,12000
3/20/2025 2:00,"-3,3",97,0,"0,3",0,13000
3/20/2025 3:00,"-3,8",98,"0,3","0,6",0,15000
3/20/2025 4:00,-4,97,"0,7","1,2",0,16000
3/20/2025 5:00,"-4,1",97,"0,3","0,5",0,15000
3/20/2025 6:00,"-3,7",97,"0,7","1,1",0,16000
3/20/2025 7:00,"-3,8",97,"0,5","0,7",0,13000
3/20/2025 8:00,"0,1",97,"0,4","0,9",0,14000
3/20/2025 9:00,4,67,"1,5","2,6",0,30000
3/20/2025 10:00,"5,9",58,"1,8",3,0,35000
3/20/2025 11:00,"8,1",48,1,"1,6",0,29000
3/20/2025 12:00,"11,1",40,"1,6","3,1",0,30000
3/20/2025 13:00,"12,2",38,"1,1",2,0,30000
3/21/2025 10:00,"6,3",59,"2,9","5,5",0,21000
3/21/2025 11:00,"7,4",53,"3,1","5,6",0,25000
3/21/2025 12:00,"8,2",58,"2,7","5,6",0,29000
3/21/2025 13:00,8,57,"3,6","6,3",0,25000
3/21/2025 14:00,"8,5",51,"3,1","6,4",0,27000
3/21/2025 15:00,"8,8",49,4,"7,6",0,35000
3/21/2025 16:00,"8,8",50,"4,4","8,2",0,35000
3/21/2025 17:00,"7,9",60,"3,6","7,2",0,40000
3/21/2025 18:00,"6,5",68,"2,5",6,0,45000
3/21/2025 19:00,"5,7",71,3,"6,3",0,40000
3/21/2025 20:00,"4,9",75,"3,4","6,6",0,45000
3/21/2025 21:00,"4,7",69,3,"4,9",0,50000
3/21/2025 22:00,"2,8",81,"1,8","3,6",0,45000
3/21/2025 23:00,"2,7",82,"2,6","4,6",0,45000
3/22/2025 0:00,3,79,"3,6","7,2",0,50000
3/22/2025 1:00,"2,2",85,"4,1","8,1",0,30000
3/22/2025 2:00,2,88,"4,5","8,3",0,24000
3/22/2025 3:00,"1,7",88,"4,2","7,7",0,25000
3/22/2025 4:00,"1,8",88,"3,9","8,8",0,21000
3/22/2025 5:00,"1,7",87,"3,9",8,0,21000
3/22/2025 6:00,"1,5",87,"3,8","7,8",0,23000
3/22/2025 7:00,2,86,4,"7,9",0,28000
3/22/2025 8:00,"3,5",80,"4,3","8,9",0,24000
3/22/2025 9:00,"4,5",77,"4,7","10,6",0,28000
3/22/2025 10:00,"5,7",72,"5,5","10,7",0,26000
3/22/2025 11:00,"6,9",69,"5,6","12,6",0,23000
3/22/2025 12:00,"8,4",62,"5,5",11,0,24000
3/22/2025 13:00,"9,5",54,"5,5","10,7",0,27000
3/22/2025 14:00,"9,7",49,"5,7","11,4",0,30000
3/22/2025 15:00,"10,1",49,5,"10,1",0,27000
3/22/2025 16:00,"8,8",57,"5,3","8,9",0,28000
3/22/2025 17:00,"8,3",58,"4,8",9,0,30000
3/22/2025 18:00,"7,7",54,"5,5","9,7",0,30000
3/22/2025 19:00,"6,2",64,"4,6","10,9",0,35000
3/22/2025 20:00,"6,4",59,6,"11,1",0,40000
3/22/2025 21:00,"5,7",64,6,"10,9",0,35000
3/22/2025 22:00,"5,1",73,"5,6","10,9",0,29000
3/22/2025 23:00,"4,7",79,"5,4","10,7",0,23000
3/23/2025 0:00,"4,9",79,"5,7",11,0,23000
3/23/2025 1:00,"5,2",76,"5,7","12,7",0,30000
3/23/2025 2:00,5,78,"6,1","11,1",0,22000
3/23/2025 3:00,"5,1",77,"5,6","11,2",0,23000
3/23/2025 4:00,5,78,"5,3","10,3",0,22000
3/23/2025 5:00,"4,9",80,"5,3","10,3",0,18000
3/23/2025 6:00,"4,7",81,"5,6","10,7",0,19000
3/23/2025 7:00,"4,7",81,"4,7","9,4",0,19000
3/23/2025 8:00,"5,2",78,"4,7","9,8",0,18000
3/23/2025 9:00,"5,8",76,"4,7","10,8",0,22000
3/23/2025 10:00,"6,2",74,"4,7","8,8",0,20000
3/23/2025 11:00,"7,1",71,"5,8","10,5",0,25000
3/23/2025 12:00,"7,3",70,6,"9,6",0,26000
3/23/2025 13:00,"8,5",64,"5,9","10,5",0,29000
3/23/2025 14:00,"8,4",66,"5,2","9,7",0,20000
3/23/2025 15:00,8,68,"4,3","8,5",0,24000
3/23/2025 16:00,"8,8",62,"4,6","9,6",0,24000
3/23/2025 17:00,"7,9",67,"4,6","8,5",0,26000
3/23/2025 18:00,"6,3",74,"3,7","6,6",0,23000
3/23/2025 19:00,"5,8",75,"4,1","7,1",0,22000
3/23/2025 20:00,"5,1",78,"4,3","8,2",0,19000
3/23/2025 21:00,"4,4",79,"3,9","7,6",0,21000
3/23/2025 22:00,"4,3",81,3,"6,6",0,18000
3/23/2025 23:00,"3,4",85,"2,4","4,2",0,16000
3/24/2025 0:00,"3,3",86,"2,3","4,1",0,15000
3/24/2025 1:00,"3,4",85,"2,2",4,0,19000
3/24/2025 2:00,"3,4",85,"2,2","3,4",0,20000
3/24/2025 3:00,"2,8",89,"2,1","3,7",0,18000
3/24/2025 4:00,"1,3",93,"1,4",2,0,13000
3/24/2025 5:00,"0,1",96,"1,7","2,6",0,11000
3/24/2025 6:00,"1,1",97,2,"2,9",0,11000
3/24/2025 7:00,"0,6",97,"1,5",2,0,6000
3/24/2025 8:00,"2,4",98,"0,7","1,5",0,11000
3/24/2025 9:00,"4,1",89,2,"3,8",0,16000
3/24/2025 10:00,"5,7",79,"2,2","3,8",0,24000
3/24/2025 11:00,"7,5",72,"1,6","3,3",0,22000
3/24/2025 12:00,"8,6",67,"2,1","3,8",0,26000
3/24/2025 13:00,"9,4",66,"1,6","2,8",0,27000
3/24/2025 14:00,"9,2",65,"1,7","3,2",0,24000
3/24/2025 15:00,"9,6",63,"1,9","3,8",0,26000
3/24/2025 16:00,10,64,"2,2","4,2",0,21000
3/24/2025 17:00,"9,5",65,"2,5","3,6",0,21000
3/24/2025 18:00,"8,7",71,"1,9","2,6",0,19000
3/24/2025 19:00,"5,1",83,"1,1","1,8",0,13000
3/24/2025 20:00,"2,9",91,"0,8","1,1",0,9000
3/24/2025 21:00,"1,7",95,"0,8","1,5",0,3500
3/24/2025 22:00,"1,6",98,"1,3","2,1",0,4100
3/24/2025 23:00,"0,9",98,"1,1","1,9",0,1900
3/25/2025 0:00,"2,2",99,"1,1","1,7",0,3000
3/25/2025 1:00,"3,1",87,"1,9","2,7",0,15000
3/25/2025 2:00,"2,8",89,"2,9","4,3",0,13000
3/25/2025 3:00,"2,4",95,"3,2","5,2",0,6000
3/25/2025 4:00,"3,2",97,"3,1","5,3",0,3500
3/25/2025 5:00,"3,9",96,"3,5","5,8",0,5000
3/25/2025 6:00,"4,2",95,"4,2","6,9",0,5000
3/25/2025 7:00,"4,4",93,"4,2","7,5",0,7000
3/25/2025 8:00,"4,8",90,"3,1",6,0,10000
3/25/2025 9:00,"6,2",85,"3,8","6,1",0,24000
3/25/2025 10:00,"6,6",86,"4,5","7,8",0,18000
3/25/2025 11:00,"6,6",93,"4,4","6,8","0,4",11000
3/25/2025 12:00,"6,7",94,"4,7","7,8",1,12000
3/25/2025 13:00,8,92,"4,3","7,3","0,2",17000
3/25/2025 14:00,"8,9",86,"5,4","9,3",0,24000
3/25/2025 15:00,"10,3",79,"6,3","9,9",0,35000
3/25/2025 16:00,"10,1",80,"6,4","10,5",0,25000
3/25/2025 17:00,"9,2",86,"4,2","8,4",0,30000
3/25/2025 18:00,"8,3",91,"3,8","7,3",0,45000
3/25/2025 19:00,"7,8",93,"4,1",6,0,50000
3/25/2025 20:00,"7,7",95,"3,6","7,2",0,3600
3/25/2025 21:00,"7,3",94,"3,1","6,7",0,17000
3/25/2025 22:00,"6,7",88,"3,7","6,6",0,17000
3/25/2025 23:00,"6,7",88,"3,4","6,3",0,17000
3/26/2025 0:00,"6,8",87,"3,9",9,0,22000
3/26/2025 1:00,"6,8",88,"3,9","7,8",0,21000
3/26/2025 2:00,"6,5",90,"3,9","7,7",0,24000
3/26/2025 3:00,"6,2",92,"2,7","6,3",0,30000
3/26/2025 4:00,"5,5",91,"2,7","5,6",0,29000
3/26/2025 5:00,"4,8",93,"2,8",6,0,18000
3/26/2025 6:00,"4,2",93,"2,7","5,4",0,19000
3/26/2025 7:00,4,92,2,"3,9",0,18000
3/26/2025 8:00,"5,2",87,"3,7","8,1",0,24000
3/26/2025 9:00,"7,1",80,"3,2",6,0,26000
3/26/2025 10:00,"8,7",72,"3,1","7,3",0,27000
3/26/2025 11:00,10,68,"2,6",6,0,35000
3/26/2025 12:00,"10,9",62,"2,9","6,1",0,30000
3/26/2025 13:00,"11,6",56,"3,6","6,9",0,30000
3/26/2025 14:00,12,58,"3,7","7,3",0,30000
3/26/2025 15:00,"12,3",56,"2,5",5,0,35000
3/26/2025 16:00,12,53,3,"7,5",0,35000
3/26/2025 17:00,"11,3",56,"3,3","6,5",0,45000
3/26/2025 18:00,"8,7",69,"2,8",6,0,50000
3/26/2025 19:00,"7,2",75,"2,9","5,8",0,50000
3/26/2025 20:00,6,81,"1,8","3,5",0,40000
3/26/2025 21:00,4,88,"1,2","2,2",0,40000
3/26/2025 22:00,"4,3",88,"1,5","2,3",0,26000
3/26/2025 23:00,"4,2",89,"1,9","2,9",0,24000
3/27/2025 0:00,"4,5",88,3,"4,9",0,19000
3/27/2025 1:00,"3,8",89,"2,1","3,6",0,21000
3/27/2025 2:00,"3,4",90,"3,5","4,7",0,24000
3/27/2025 3:00,"4,7",92,"4,2","6,9",0,20000
3/27/2025 4:00,"5,9",92,"4,6","7,8",0,12000
3/27/2025 5:00,6,88,"4,1","6,3",0,27000
3/27/2025 6:00,"5,8",89,"2,6","4,3",0,20000
3/27/2025 7:00,"6,5",86,4,7,0,24000
3/27/2025 8:00,"6,9",85,"5,4","8,9",0,18000
3/27/2025 9:00,"7,5",84,"5,6","8,5",0,16000
3/27/2025 10:00,"8,2",81,"5,6","8,7",0,15000
3/27/2025 11:00,9,75,"5,8","10,5",0,23000
3/27/2025 12:00,"9,4",74,"6,4","9,9",0,21000
3/27/2025 13:00,"10,6",69,"4,7","9,5",0,20000
3/27/2025 14:00,"11,9",64,"5,6","8,9",0,23000
3/27/2025 15:00,"12,3",64,"5,4","9,9",0,24000
3/27/2025 16:00,"11,7",66,"6,3","8,8",0,35000
3/27/2025 17:00,"10,9",69,"5,7","9,1",0,30000
3/27/2025 18:00,10,72,"3,3","5,6",0,30000
3/27/2025 19:00,"8,5",78,"3,2","5,1",0,35000
3/27/2025 20:00,"7,1",86,"4,4","6,3",0,21000
3/27/2025 21:00,"6,4",90,"4,7",7,0,14000
3/27/2025 22:00,"5,9",93,"5,8","8,8",0,8000
3/27/2025 23:00,"6,2",93,"4,2","6,5",0,7000
3/28/2025 0:00,"6,4",92,6,"9,2",0,6000
3/28/2025 1:00,"6,1",94,"5,5","8,3",0,6000
3/28/2025 2:00,"6,5",94,5,"8,5",0,4500
3/28/2025 3:00,"6,9",92,"6,1","9,8",0,5000
3/28/2025 4:00,7,92,"5,3","8,1",0,5000
3/28/2025 5:00,"6,2",93,"4,3",6,0,4200
3/28/2025 6:00,5,95,"3,4",5,0,3300
3/28/2025 7:00,"4,9",96,"4,3","5,8",0,2900
3/28/2025 8:00,"6,5",89,"4,4","6,5",0,6000
3/28/2025 9:00,"8,4",83,"4,6","8,7",0,9000
3/28/2025 10:00,"10,3",77,"5,2","8,3",0,10000
3/28/2025 11:00,"12,4",67,"7,6","11,9",0,13000
3/28/2025 12:00,"13,5",62,"6,7","11,6",0,14000
3/28/2025 13:00,"14,1",53,"7,6","12,6",0,17000
3/28/2025 14:00,"14,6",44,"7,7","10,8",0,24000
3/28/2025 15:00,"14,6",40,"6,8","9,5",0,27000
3/28/2025 16:00,"13,7",45,"6,5","9,1",0,25000
3/28/2025 17:00,"10,3",72,"4,4","7,7",0,9000
3/28/2025 18:00,"7,3",83,"4,9","7,6",0,12000
3/28/2025 19:00,"7,4",87,"3,6","5,4",0,17000
3/28/2025 20:00,"6,7",89,"2,3","3,4",0,22000
3/28/2025 21:00,"5,6",92,"1,4","2,4",0,14000
3/28/2025 22:00,"6,7",93,"2,8","4,8",0,10000
3/28/2025 23:00,"7,2",92,"3,1","4,7",0,11000
3/29/2025 0:00,"7,3",91,"2,1","3,8",0,11000
3/29/2025 1:00,"6,8",93,"1,1","1,7",0,10000
3/29/2025 2:00,"6,4",92,"1,5","2,4",0,13000
3/29/2025 3:00,"6,4",90,"1,3","2,8",0,21000
3/29/2025 4:00,6,87,"1,8","3,8",0,28000
3/29/2025 5:00,"4,2",92,"1,3","2,3",0,19000
3/29/2025 6:00,"3,7",95,"2,2","3,6",0,14000
3/29/2025 7:00,"3,3",96,"1,4","2,3",0,13000
3/29/2025 8:00,"4,6",92,"2,2","3,8",0,17000
3/29/2025 9:00,"6,3",85,"2,6","4,6",0,28000
3/29/2025 10:00,"8,1",75,"2,7","5,5",0,24000
3/29/2025 11:00,"8,9",67,"3,7","6,5",0,35000
3/29/2025 12:00,"9,2",62,3,"5,8",0,35000
3/29/2025 13:00,"10,5",54,"2,8","5,8",0,30000
3/29/2025 14:00,"11,8",49,4,"7,9",0,27000
3/29/2025 15:00,12,48,"4,5","7,8",0,29000
3/29/2025 16:00,"10,9",48,3,"5,8",0,35000
3/29/2025 17:00,"10,3",52,"4,6","6,9",0,35000
3/29/2025 18:00,"8,8",57,"2,7","5,3",0,40000
3/29/2025 19:00,"7,2",63,"2,9","5,2",0,40000
3/29/2025 20:00,"5,2",72,"2,5","3,8",0,45000
3/29/2025 21:00,"4,4",78,"2,3","3,1",0,40000
3/29/2025 22:00,"3,4",82,"2,4","3,6",0,40000
3/29/2025 23:00,4,86,4,7,0,29000
3/30/2025 0:00,"4,3",87,4,6,0,27000
3/30/2025 1:00,"4,6",88,"4,1","5,7",0,30000
3/30/2025 3:00,"4,6",90,"4,2",7,0,16000
3/30/2025 4:00,"4,5",90,"5,4","7,2",0,20000
3/30/2025 5:00,"4,6",93,"6,5","9,4","0,7",10000
3/30/2025 6:00,"4,5",93,"7,1","10,7","1,4",7000
3/30/2025 7:00,"4,7",95,6,"9,5","0,2",13000
3/30/2025 8:00,"5,5",95,"4,9","8,2","0,6",13000
3/30/2025 9:00,"6,6",93,"4,3","7,6",0,10000
3/30/2025 10:00,7,91,"3,9","7,3",0,8000
3/30/2025 11:00,"7,8",81,"5,9",9,0,12000
3/30/2025 12:00,"8,1",80,"3,9","7,7",0,12000
3/30/2025 13:00,"9,6",70,"4,9","9,2",0,17000
3/30/2025 14:00,"7,5",75,"3,6","6,5","0,1",40000
3/30/2025 15:00,"9,6",72,"4,3","7,8",0,24000
3/30/2025 16:00,"8,4",81,"4,3","9,4","0,1",11000
3/30/2025 17:00,"9,1",71,"5,1","10,5",0,30000
3/30/2025 18:00,"7,9",76,"4,4","9,4",0,50000
3/30/2025 19:00,"6,8",85,"3,6",8,0,27000
3/30/2025 20:00,"6,7",79,"3,8","8,7",0,50000
3/30/2025 21:00,"6,1",79,"4,9","9,4",0,50000
3/30/2025 22:00,"5,8",79,4,"7,3",0,50000
3/30/2025 23:00,"5,7",81,"4,4","8,5",0,50000
3/31/2025 0:00,"5,4",75,"4,5",8,0,50000
3/31/2025 1:00,5,78,"3,8","7,1",0,50000
3/31/2025 2:00,"5,1",81,"4,5","8,6",0,50000
3/31/2025 3:00,4,88,"2,7","5,4",0,45000
3/31/2025 4:00,"3,4",92,"2,4","4,4",0,40000
3/31/2025 5:00,"2,7",94,"2,3","4,4",0,35000
3/31/2025 6:00,"2,4",96,"2,2",4,0,14000
3/31/2025 7:00,"2,2",97,"2,7","4,3",0,27000
3/31/2025 8:00,"3,1",96,3,"5,4",0,20000
3/31/2025 9:00,"5,1",84,"3,7",7,0,40000
3/31/2025 10:00,"6,9",74,"3,5","7,3",0,45000
3/31/2025 11:00,"8,3",66,"3,1","6,6",0,40000
3/31/2025 12:00,"9,6",59,"3,1","7,2",0,45000
3/31/2025 13:00,"10,7",53,"4,4","8,1",0,45000
3/31/2025 14:00,12,48,"2,7","6,9",0,45000
3/31/2025 15:00,11,47,3,"6,5",0,35000
3/31/2025 16:00,"11,2",44,"3,3","7,9",0,45000
3/31/2025 17:00,"12,1",44,"3,4","6,9",0,45000
3/31/2025 18:00,"11,1",47,"3,7","6,3",0,50000
3/31/2025 19:00,"10,2",48,"2,7","5,8",0,50000
3/31/2025 20:00,"7,8",57,"2,2","4,2",0,50000
3/31/2025 21:00,"6,1",64,"1,4","2,9",0,50000
3/31/2025 22:00,"3,3",79,"1,1","1,6",0,50000
3/31/2025 23:00,"2,9",79,"1,9","3,1",0,50000
4/1/2025 0:00,"2,2",81,"1,6","2,7",0,40000
4/1/2025 1:00,"-0,2",90,"0,7","1,2",0,50000
4/1/2025 2:00,"-0,7",95,"0,9","1,2",0,45000
4/1/2025 3:00,"-1,3",96,"1,3","1,8",0,35000
4/1/2025 4:00,"-2,2",96,"0,4","0,7",0,16000
4/1/2025 5:00,"-2,3",97,"0,4","0,6",0,16000
4/1/2025 6:00,"-2,1",98,"1,2","1,6",0,22000
4/1/2025 7:00,"-1,6",99,"1,4","2,2",0,30000
4/1/2025 8:00,"-0,8",99,0,"0,5",0,11000
4/1/2025 9:00,"3,7",94,"1,1","1,8",0,21000
4/1/2025 10:00,"6,6",81,"0,8","1,6",0,35000
4/1/2025 11:00,"9,3",49,"1,1","2,3",0,30000
4/1/2025 12:00,"10,4",41,"1,5",3,0,35000
4/1/2025 13:00,"11,7",42,"1,5","2,8",0,30000
4/1/2025 14:00,"12,5",43,"2,5","4,5",0,35000
4/1/2025 15:00,"12,7",40,2,"3,6",0,35000
4/1/2025 16:00,"12,6",41,2,"4,2",0,45000
4/1/2025 17:00,"12,5",43,"1,8","3,1",0,40000
4/1/2025 18:00,"11,9",42,"1,6","2,8",0,50000
4/1/2025 19:00,"10,8",48,"1,1","1,9",0,45000
4/1/2025 20:00,"7,4",61,"0,9","1,3",0,50000
4/1/2025 21:00,"3,7",80,"1,1","1,4",0,50000
4/1/2025 22:00,"2,4",87,0,"0,5",0,22000
4/1/2025 23:00,"0,9",94,"0,3","0,5",0,45000
4/2/2025 0:00,"-0,2",96,"0,4","0,5",0,25000
4/2/2025 1:00,"-0,9",97,"0,6","0,9",0,26000
4/2/2025 2:00,"-1,2",98,"0,6","0,9",0,35000
4/2/2025 3:00,"-1,3",98,"0,5","0,8",0,28000
4/2/2025 4:00,"-1,7",99,"0,4","0,6",0,24000
4/2/2025 5:00,-2,99,"0,6","0,8",0,22000
4/2/2025 6:00,"-1,8",99,"0,7",1,0,13000
4/2/2025 7:00,-2,99,"0,4","0,8",0,12000
4/2/2025 8:00,"-0,4",99,"0,8",1,0,18000
4/2/2025 9:00,"4,3",92,"0,5","0,8",0,30000
4/2/2025 10:00,"9,8",53,"1,6","2,6",0,40000
4/2/2025 11:00,"12,1",41,"1,6","3,1",0,40000
4/2/2025 12:00,"13,4",36,"1,6","3,1",0,40000
4/2/2025 13:00,"14,3",38,"1,5","2,8",0,40000
4/2/2025 14:00,"15,6",38,"1,3","2,7",0,35000
4/2/2025 15:00,"14,9",39,"2,2",4,0,35000
4/2/2025 16:00,"14,8",41,"1,6","3,3",0,45000
4/2/2025 17:00,"14,8",39,"1,9","3,4",0,40000
4/2/2025 18:00,"13,2",40,"1,9","3,4",0,45000
4/2/2025 19:00,"12,8",43,"1,2",3,0,50000
4/2/2025 20:00,"9,8",51,"1,1",2,0,50000
4/2/2025 21:00,"5,3",76,"0,7",1,0,50000
4/2/2025 22:00,"3,8",85,"0,5","1,3",0,50000
4/2/2025 23:00,"2,8",90,"0,8","1,1",0,50000
4/3/2025 0:00,"1,6",93,"0,5","0,7",0,45000
4/3/2025 1:00,1,95,"0,7",1,0,50000
4/3/2025 2:00,"0,4",96,"0,6","0,8",0,45000
4/3/2025 3:00,"-0,2",97,"0,3","0,6",0,30000
4/3/2025 4:00,"-0,3",98,"0,7","0,8",0,35000
4/3/2025 5:00,-1,98,"0,6","0,9",0,30000
4/3/2025 6:00,-1,99,"0,5","0,6",0,18000
4/3/2025 7:00,"-0,8",99,"0,6","0,7",0,14000
4/3/2025 8:00,"1,2",99,0,"0,5",0,21000
4/3/2025 9:00,"9,1",69,"0,5","0,8",0,40000
4/3/2025 10:00,"12,6",43,"0,5","1,5",0,40000
4/3/2025 11:00,"14,2",40,1,2,0,35000
4/3/2025 12:00,"15,1",39,"1,2","2,3",0,23000
4/3/2025 13:00,"16,2",33,"1,8","3,6",0,23000
4/3/2025 14:00,"16,3",35,"2,1","3,5",0,14000
4/3/2025 15:00,"16,5",38,"1,9",4,0,26000
4/3/2025 16:00,"16,7",38,"1,5","2,8",0,35000
4/3/2025 17:00,"16,1",42,"2,7","4,3",0,45000
4/3/2025 18:00,"15,3",48,"2,4","4,2",0,45000
4/3/2025 19:00,"14,7",52,"2,6","3,6",0,50000
4/3/2025 20:00,"10,5",69,"2,2","2,7",0,50000
4/3/2025 21:00,"8,2",75,1,"1,8",0,50000
4/3/2025 22:00,"7,4",81,"1,6","2,1",0,50000
4/3/2025 23:00,"5,3",88,"0,7",1,0,50000
4/4/2025 0:00,"5,1",91,"0,9","1,5",0,35000
4/4/2025 1:00,4,93,"1,2","1,8",0,30000
4/4/2025 2:00,"2,9",95,"0,8","1,4",0,26000
4/4/2025 3:00,"1,8",96,"0,7","1,3",0,17000
4/4/2025 4:00,"1,5",97,1,"1,5",0,19000
4/4/2025 5:00,"2,2",94,"1,2","2,1",0,30000
4/4/2025 6:00,"4,4",76,"1,8","3,2",0,50000
4/4/2025 7:00,"4,4",72,2,"3,3",0,50000
4/4/2025 8:00,"5,3",79,"2,2",5,0,30000
4/4/2025 9:00,"7,1",77,2,"4,3",0,30000
4/4/2025 10:00,"8,7",75,"3,3","6,4",0,30000
4/4/2025 11:00,"10,1",61,"3,5","6,1",0,30000
4/4/2025 12:00,"10,6",58,"3,9","6,2",0,35000
4/4/2025 13:00,"11,8",52,"2,8","5,3",0,35000
4/4/2025 14:00,11,48,4,"6,8",0,30000
4/4/2025 15:00,"10,5",49,"4,2","7,3",0,30000
4/4/2025 16:00,"10,5",50,"4,6","8,3",0,35000
4/4/2025 17:00,"10,2",48,"3,7","7,9",0,30000
4/4/2025 18:00,"9,4",44,"4,3","8,1",0,35000
4/4/2025 19:00,"7,9",50,"4,9","7,9",0,40000
4/4/2025 20:00,"6,3",53,"3,9","6,5",0,50000
4/4/2025 21:00,"4,9",53,"0,8","2,2",0,50000
4/4/2025 22:00,"3,8",57,"1,4","3,1",0,50000
4/4/2025 23:00,"3,2",65,"2,3","3,6",0,50000
4/5/2025 0:00,"3,2",74,"1,9","3,7",0,45000
4/5/2025 1:00,"2,7",74,2,"3,2",0,45000
4/5/2025 2:00,"2,6",70,"2,5","5,1",0,45000
4/5/2025 3:00,"2,1",73,"2,6","4,9",0,45000
4/5/2025 4:00,"1,9",80,"2,5","4,5",0,50000
4/5/2025 5:00,"0,7",88,"2,2","3,1",0,45000
4/5/2025 6:00,"-0,8",93,"1,5","2,2",0,27000
4/5/2025 7:00,"0,8",83,"1,9","3,1",0,50000
4/5/2025 8:00,"3,7",62,"2,9","5,3",0,50000
4/5/2025 9:00,"5,4",56,"4,7",8,0,40000
4/5/2025 10:00,"6,2",52,"5,1","7,9",0,35000
4/5/2025 11:00,"7,1",47,4,"6,9",0,35000
4/5/2025 12:00,"7,7",47,"4,3","8,2",0,35000
4/5/2025 13:00,8,43,"4,7","8,6",0,35000
4/5/2025 14:00,"7,9",41,5,"9,1",0,30000
4/5/2025 15:00,"8,1",43,"4,2","7,7",0,45000
4/5/2025 16:00,"7,6",47,"4,6","8,1",0,35000
4/5/2025 17:00,"7,2",45,"4,6","8,2",0,40000
4/5/2025 18:00,7,43,4,"7,3",0,40000
4/5/2025 19:00,6,49,"4,1","7,4",0,45000
4/5/2025 20:00,5,50,"2,9","5,4",0,50000
4/5/2025 21:00,"4,2",57,"2,8","5,5",0,50000
4/5/2025 22:00,"3,9",58,"3,3","6,5",0,50000
4/5/2025 23:00,"2,5",67,2,3,0,50000
4/6/2025 0:00,"2,1",71,"2,3","3,7",0,50000
4/6/2025 1:00,"1,6",72,2,"3,2",0,50000
4/6/2025 2:00,"-0,6",80,"1,7","2,6",0,50000
4/6/2025 3:00,"-1,4",84,"1,8","2,5",0,50000
4/6/2025 4:00,"-2,6",88,"1,1","1,9",0,50000
4/6/2025 5:00,-3,90,"1,4",2,0,50000
4/6/2025 6:00,"-2,2",86,"1,2","2,4",0,50000
4/6/2025 7:00,"-3,2",91,"0,3","0,8",0,50000
4/6/2025 8:00,"-1,8",91,"0,7","1,2",0,50000
4/6/2025 9:00,"3,5",67,"1,2","2,3",0,45000
4/6/2025 10:00,"6,6",53,"1,2","2,4",0,45000
4/6/2025 11:00,7,36,"2,2","3,5",0,40000
4/6/2025 12:00,"7,8",37,"1,4","3,4",0,40000
4/6/2025 13:00,"8,9",38,"1,5","3,9",0,35000
4/6/2025 14:00,"9,9",36,"2,7",5,0,45000
4/6/2025 15:00,"10,1",36,"1,8","4,6",0,35000
4/6/2025 16:00,"11,5",34,"1,8","4,3",0,30000
4/6/2025 17:00,"11,2",33,"2,7","5,6",0,45000
4/6/2025 18:00,"11,1",34,"2,7","5,1",0,40000
4/6/2025 19:00,"10,2",40,"2,8","5,5",0,45000
4/6/2025 20:00,"8,5",49,"2,4","4,7",0,50000
4/6/2025 21:00,"6,4",56,"2,1","3,9",0,50000
4/6/2025 22:00,"5,5",57,"1,8","3,3",0,50000
4/6/2025 23:00,"4,3",65,"1,4","2,6",0,50000
4/7/2025 0:00,"3,1",73,"1,6","2,7",0,50000
4/7/2025 1:00,"1,9",82,"1,1",2,0,50000
4/7/2025 2:00,"1,7",87,"1,5","2,4",0,50000
4/7/2025 3:00,"1,8",87,"1,9","3,1",0,50000
4/7/2025 4:00,"1,1",91,2,3,0,45000
4/7/2025 5:00,"1,6",92,"2,9","4,6",0,35000
4/7/2025 6:00,"1,5",95,"2,1","3,5",0,26000
4/7/2025 7:00,"1,7",97,"2,4","3,9",0,19000
4/7/2025 8:00,"2,7",97,"1,7","3,5",0,18000
4/7/2025 9:00,"4,6",92,"2,6","4,6",0,16000
4/7/2025 10:00,"5,6",89,"2,4","4,9",0,18000
