date,y,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,25.26,25.500032807946052,,,,,,,,,,,,,,,,,,,,
1,22.46,25.35069690716766,25.042586183467424,,,,,,,,,,,,,,,,,,,
2,20.88,23.930919865159964,23.61922394559535,20.3027490360903,,,,,,,,,,,,,,,,,,
3,19.89,22.761964193032103,22.450115281862438,19.093984380966877,19.835317201366085,,,,,,,,,,,,,,,,,
4,21.6,22.59498919174376,22.283167203983385,18.924750497724112,19.674867725851936,19.745075961298078,,,,,,,,,,,,,,,,
5,23.05,,22.366611539072505,19.00814264746879,19.758699356151283,19.829736829207445,22.211254200181312,,,,,,,,,,,,,,,
6,20.48,,,19.018850912013843,19.769407130596708,19.84048979717836,22.249960790037328,23.326854643235155,,,,,,,,,,,,,,
7,19.3,,,,20.4720059647176,20.543125767744563,22.954071777535784,24.04370202052941,20.38864487247535,,,,,,,,,,,,,
8,19.1,,,,,22.209188394505215,24.61997300237638,25.71054540311862,22.01251992591544,20.614230334590932,,,,,,,,,,,,
9,21.06,,,,,,25.41435390937163,26.50506001199884,22.804753030647163,21.389846067644015,19.445305886031644,,,,,,,,,,,
10,24.47,,,,,,,26.428712901134027,22.7282498655568,21.31246626242175,19.344952082646785,21.41808546184691,,,,,,,,,,
11,29.64,,,,,,,,22.705216402741385,21.289362231063265,19.320400651181625,21.417884675725553,25.336506579246937,,,,,,,,,
12,32.08,,,,,,,,,22.029931839423018,20.060815925528342,22.159768914537462,26.12417188486268,31.65055100462937,,,,,,,,
13,30.74,,,,,,,,,,18.933723911202783,21.032505042679908,24.999742914524976,30.591940650374482,31.143238348526506,,,,,,,
14,28.37,,,,,,,,,,,20.804950121445565,24.772456855403686,30.36835289351105,30.926125377329832,30.40829616286452,,,,,,
15,25.27,,,,,,,,,,,,25.168660800441092,30.764727251738083,31.322898408451742,30.79904009982857,28.181496244383517,,,,,
16,27.67,,,,,,,,,,,,,31.086132804144647,31.64437258843134,31.120297652020398,28.471831338048204,24.73260120478364,,,,
17,28.79,,,,,,,,,,,,,,30.632783473472642,30.108490454256955,27.458431550502322,23.675221016121448,27.44706529987478,,,
18,32.22,,,,,,,,,,,,,,,29.38481542677328,26.734982313009915,22.949505070634398,26.765990403440078,28.49073888719709,,
19,36.27,,,,,,,,,,,,,,,,26.60980187497257,22.824161323598055,26.64321987305691,28.38834872902971,33.17940477790507,
20,44.96,,,,,,,,,,,,,,,,,22.23102899214804,26.050055089295235,27.796505609992114,32.645199900972365,36.61494053246051
21,49.26,,,,,,,,,,,,,,,,,,25.319346769812732,27.066134344262057,31.91729107121882,35.934162731268614
22,72.88,,,,,,,,,,,,,,,,,,,27.142593023738762,31.995035043518225,36.01473385047178
23,93.2,,,,,,,,,,,,,,,,,,,,31.647884821037195,35.66755601085051
24,96.03,,,,,,,,,,,,,,,,,,,,,35.70278890579627
